model,dataset,language,question_idx,question,answer_gt,prediction,sample0_for_se,correct,f1_squad,se_entropy,n_clusters,M,temperature,se_time_s,gen_time_s,latency_s,throughput_tokens_per_sec
Qwen/Qwen1.5-1.8B-Chat,wrete,id,86,Berdasarkan pernyataan: 'Luas pulau ini 132.000 km dengan penduduk sekitar 114 juta ( kepadatan 864 ,tidak,"Tidak. 

Pernyataan yang ditentukan adalah ""luas pulau ini 132.000 km dengan pend","Jawaban: tidak

Pernyataan yang ditandai adalah bahwa luas pulau tersebut adalah 132.000",1,,0.940448,4,10,0.5,0.146,225.784,225.92951949501037,1.21
Qwen/Qwen1.5-1.8B-Chat,wrete,id,87,Berdasarkan pernyataan: 'Bahasa Gayo adalah bahasa yang dituturkan oleh suku Gayo di Nanggroe Aceh D,ya,"Tidak. 

Pernyataan tersebut tidak dapat disimpulkan dari pernyataan pertama karena tidak ada informasi tentang bagaimana","Yes. 

Pernyataan tersebut secara tata cara menghasilkan bahwa ""Bahasa Gayo"" adalah bahasa yang digunakan etnik",0,,0.325083,2,10,0.5,0.089,198.409,198.49752672576903,1.51
Qwen/Qwen1.5-1.8B-Chat,wrete,id,88,Berdasarkan pernyataan: 'Beberapa ilmuwan terkagum kagum akan betapa effisien nya proses replikasi y,ya,"Yes. 

The statement ""Proses replikasi ini walau rumit, juga dikenal karena effisiensinya"" can be interpreted","Yes.

Based on the given statement, ""Proses replikasi ini walau rumit, juga dikenal karena efisiensinya,""",1,,0.897946,3,10,0.5,0.152,202.214,202.36635924720764,1.35
Qwen/Qwen1.5-1.8B-Chat,wrete,id,89,"Berdasarkan pernyataan: 'Sebutan Nippon sering digunakan dalam urusan resmi , termasuk nama negara d",tidak,"Yes. 

The statement ""Sebutan Nippon sering digunakan dalam urusan resmi, termasuk nama negara dalam u","Yes.

Pernyataan tersebut menunjukkan bahwa ""sebutan Nippon"" ditemukan di mana-nya memiliki huruf kan",0,,0.940448,4,10,0.5,0.428,302.659,303.08661397361755,0.9
Qwen/Qwen1.5-1.8B-Chat,wrete,id,90,Berdasarkan pernyataan: 'Olahraga yang paling populer di Indonesia adalah badminton dan sepak bola ;,tidak,"Yes. 

The statement ""Olahraga yang paling populer di Indonesia adalah badminton dan sepak bola ; Liga Indonesia adalah l","Yes. 

The statement ""Olahraga yang paling populer di Indonesia adalah badminton dan sepak bola ; Liga Indonesia adalah l",0,,1.279854,4,10,0.5,0.332,243.217,243.54901909065248,0.89
Qwen/Qwen1.5-1.8B-Chat,wrete,id,91,Berdasarkan pernyataan: 'Mikrofilamen dan mikrotubulus tersusun atas protein globular yang dapat den,tidak,"Tidak. 

Pernyataan tersebut tidak dapat disimpulkan dari pernyataan pertama karena tidak ada informasi yang mengandung","Ya. 

Pernyataan tersebut menyebut ""mikrofilamen dan mikrotubulus tersusun atas protein globular yang",1,,0.639032,3,10,0.5,0.244,271.756,272.00042958831784,1.1
Qwen/Qwen1.5-1.8B-Chat,wrete,id,92,Berdasarkan pernyataan: 'Filsafat muncul ketika orang-orang mulai berpikir-pikir dan berdiskusi akan,ya,"Yes. 

The statement ""Filsafat muncul ketika orang-orang mulai memikirkan dan berdiskusi akan ke","Yes. 

The statement ""Filsafat muncul ketika orang-orang mulai memikirkan dan berdiskusi akan ke",1,,0.673012,2,10,0.5,0.281,306.272,306.5532302112579,0.63
Qwen/Qwen1.5-1.8B-Chat,wrete,id,93,Berdasarkan pernyataan: 'Lirik Hatikvah digubah oleh Naphtali Herz Imber ( 1856-1909 ) di Jassy pada,tidak,"Yes. 

The statement ""Lirik Hatikvah digubah oleh Naphtali Herz Imber (1856-19","Ya

Pernyataan tersebut dapat disimpulkan bahwa Lirik Hatikvah digubah oleh Naphtali Herz Imber di J",0,,0.673012,2,10,0.5,0.173,276.842,277.0154192371368,1.08
Qwen/Qwen1.5-1.8B-Chat,wrete,id,94,Berdasarkan pernyataan: 'Bentuknya yang unik menyerupai bunga mawar laba-laba atau huruf K besar yan,ya,"Yes. 

The given statement describes a unique shape that is formed by three clusters of flowers, each with a large K-shaped flower bud from the top","Ya. 

Pernyataan tersebut dapat disimpulkan bahwa bentuknya yang unik mencakup bunga mawar laba-l",1,,1.279854,4,10,0.5,0.127,256.6,256.72697577476504,0.63
Qwen/Qwen1.5-1.8B-Chat,wrete,id,95,Berdasarkan pernyataan: 'Proses pembukaan rantai DNA ini dibantu oleh beberapa jenis protein yang da,tidak,"Ya

Pernyataan tersebut dapat disimpulkan bahwa pada DNA manusia, ada beberapa point tempat terjadinya proses inisiasi","Yes. 

Pernyataan tersebut dapat disimpulkan bahwa pada DNA manusia, ada beberapa point tempat terjadinya proses inis",0,,0.500402,2,10,0.5,0.118,214.652,214.77034812164305,1.4
Qwen/Qwen1.5-1.8B-Chat,wrete,id,96,"Berdasarkan pernyataan: '3 kabupaten dan 1 desa ini merupakan wilayah inti suku Gayo .'
Apakah perny",ya,"Jawaban: ya

Pernyataan tersebut dapat disimpulkan bahwa ""keempat daerah ini"" adalah wilayah inti su","Jawaban: Tidak.

Pernyataan tersebut hanya menyebutkan bahwa ada patrilinealitas dalam suku Gayo,",1,,1.168282,4,10,0.5,0.11,189.967,190.0774555130005,1.58
Qwen/Qwen1.5-1.8B-Chat,wrete,id,97,"Berdasarkan pernyataan: 'Secara umum , semakin kompleks suatu gejala , semakin kompleks pula alat ( ",tidak,"Tidak. 

Pernyataan tersebut tidak dapat disimpulkan dari pernyataan berikut:

""Pernyataan 1:","Yes. 

The statement ""Secara umum matematika adalah pelajaran yang sangat di benci oleh murid-murid sekolah""",1,,1.168282,4,10,0.5,0.098,230.358,230.45592041778565,1.19
Qwen/Qwen1.5-1.8B-Chat,wrete,id,98,"Berdasarkan pernyataan: 'Dalam agama Islam , Yerusalem ( Al-Quds ) merupakan tempat suci ketiga sete",tidak,"Ya

Pernyataan tersebut dapat disimpulkan bahwa Jerusalem (Al-Quds) adalah tempat suci ketiga setelah Mekkah","Ya

Pernyataan tersebut menyebutkan bahwa Jerusalem, yang merupakan tempat suci ketiga dalam agama Islam, dimiliki oleh",0,,-0.0,1,10,0.5,0.106,210.358,210.46361752319336,1.43
Qwen/Qwen1.5-1.8B-Chat,wrete,id,99,"Berdasarkan pernyataan: 'Ilmu komputer mencakup beragam topik yang berkaitan dengan komputer , mulai",ya,"Yes. 

The statement ""Ilmu komputer mencakup beragam topik yang berkaitan dengan komputer, dari analisa ab",Ya,1,,0.897946,3,10,0.5,0.141,232.166,232.30686651802063,0.93
